Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Engenho Novo;1;0;1;40;500.0;456.0;36.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;48;1000.0;450.0;
Apartamento;Ricardo de Albuquerque;1;0;0;25;350.0;;
Casa de Vila;Paquetá;1;0;0;50;1100.0;;7.0
Quitinete;Centro;1;0;0;25;780.0;350.0;20.0
Apartamento;Praça da Bandeira;1;0;0;22;800.0;130.0;25.0
Apartamento;Botafogo;1;0;0;24;1000.0;500.0;30.0
Casa;Senador Vasconcelos;1;0;0;50;500.0;;
Quitinete;Centro;1;0;0;30;900.0;435.0;80.0
Apartamento;Anil;1;0;0;52;1000.0;;
Apartamento;Barra da Tijuca;1;1;1;44;1000.0;790.0;15.0
Casa;Inhaúma;1;0;0;40;550.0;;
Apartamento;Rocha Miranda;1;0;0;28;800.0;;
Apartamento;Centro;1;0;0;40;1000.0;383.0;25.0
Apartamento;Riachuelo;1;0;1;40;1100.0;229.0;
Casa;Campo Grande;1;1;0;50;800.0;;
Apartamento;Copacabana;1;0;0;30;1000.0;600.0;56.0
Apartamento;Catumbi;1;0;0;40;1000.0;146.0;
Apartamento;Freguesia (Jacarepaguá);1;1;0;56;700.0;770.0;18.0
Apartamento;Copacabana;1;0;0;28;1000.0;350.0;
Apartamento;Tanque;1;0;0;75;1100.0;625.0;14.0
Apartamento;Vila da Penha;1;0;0;42;600.0;210.0;
Quitinete;Catete;1;0;0;26;1000.0;405.0;
Apartamento;Vicente de Carvalho;1;0;0;33;500.0;;17.0
Apartamento;Centro;1;0;0;27;600.0;420.0;89.0
Apartamento;Méier;1;0;0;40;600.0;250.0;13.0
Apartamento;Vaz Lobo;1;0;0;60;600.0;92.0;33.0
Quitinete;Gardênia Azul;1;0;0;20;500.0;;
Apartamento;Campo Grande;1;0;0;35;500.0;;
Quitinete;Vila da Penha;1;0;0;30;650.0;;
Apartamento;Jardim Guanabara;1;1;0;35;1000.0;171.0;25.0
Apartamento;Campo Grande;1;0;0;40;480.0;;
Apartamento;Olaria;1;0;0;25;790.0;;
Quitinete;Centro;1;0;0;35;900.0;400.0;170.0
Apartamento;Riachuelo;1;1;0;46;950.0;550.0;16.0
Casa;Quintino Bocaiúva;1;0;1;45;750.0;1.0;
Quitinete;Botafogo;1;0;0;21;980.0;445.0;30.0
Quitinete;Centro;1;0;0;22;800.0;450.0;254.0
Quitinete;Botafogo;1;0;0;25;1000.0;366.0;50.0
Apartamento;Méier;1;1;0;40;900.0;456.0;20.0
Casa de Vila;Cascadura;1;0;0;23;750.0;;
Quitinete;Catete;1;0;0;24;1100.0;400.0;30.0
Apartamento;Guadalupe;1;0;0;35;450.0;;
Apartamento;Pechincha;1;0;0;40;900.0;;13.0
Apartamento;Penha;1;0;0;40;850.0;;
Casa;Oswaldo Cruz;1;0;0;35;650.0;;
Apartamento;Campinho;1;0;0;35;700.0;66.0;
Apartamento;Centro;1;0;0;33;1150.0;370.0;20.0
Quitinete;Flamengo;1;0;0;40;1000.0;490.0;
Apartamento;Centro;1;0;0;35;1000.0;335.0;25.0
Apartamento;Guadalupe;1;0;0;25;450.0;;
Apartamento;Copacabana;1;0;0;35;1130.0;500.0;
Apartamento;Penha;1;1;0;60;850.0;314.0;
Apartamento;São Francisco Xavier;1;0;0;51;700.0;505.0;
Quitinete;Catete;1;0;0;31;1100.0;434.0;55.0
Apartamento;Tijuca;1;1;0;60;900.0;556.0;24.0
Quitinete;Centro;1;0;0;30;800.0;250.0;25.0
Apartamento;Cachambi;1;0;0;40;800.0;130.0;14.0
Quitinete;Flamengo;1;0;0;21;900.0;455.0;29.0
Apartamento;Praça Seca;1;0;0;60;750.0;30.0;
Casa de Vila;Bonsucesso;1;0;0;30;800.0;;
Apartamento;Tijuca;1;0;0;40;1100.0;500.0;20.0
Apartamento;Quintino Bocaiúva;1;1;0;39;600.0;354.0;
Casa;Campo Grande;1;0;0;50;500.0;;
Apartamento;Lins de Vasconcelos;1;1;0;62;900.0;500.0;
Apartamento;Flamengo;1;1;0;35;1000.0;490.0;
Quitinete;Copacabana;1;0;0;20;1150.0;450.0;71.0
Quitinete;Jacarepaguá;1;0;0;45;590.0;70.0;
Apartamento;Flamengo;1;0;0;36;1000.0;495.0;55.0
Quitinete;Centro;1;0;0;25;800.0;350.0;10.0
Quitinete;Lapa;1;0;0;26;850.0;366.0;25.0
Casa de Vila;Bento Ribeiro;1;1;0;50;900.0;;
Apartamento;Vila Isabel;1;0;0;45;1000.0;350.0;20.0
Apartamento;Guadalupe;1;0;0;33;500.0;;
Apartamento;Campo Grande;1;1;0;55;750.0;517.0;
Apartamento;Copacabana;1;0;0;31;1100.0;397.0;67.0
Casa de Vila;Taquara;1;0;0;60;1000.0;;
Quitinete;Glória;1;0;0;29;900.0;335.0;24.0
Apartamento;Engenho Novo;1;0;0;46;1100.0;500.0;
Apartamento;Laranjeiras;1;0;0;24;900.0;415.0;29.0
Casa de Vila;Guadalupe;1;0;0;45;700.0;;
Quitinete;Realengo;1;0;0;60;650.0;;
Apartamento;Vila da Penha;1;0;0;40;800.0;;
Quitinete;Glória;1;0;0;30;1000.0;357.0;
Apartamento;Madureira;1;0;0;40;600.0;;
Apartamento;Taquara;1;1;0;55;700.0;406.0;
Quitinete;Ramos;1;0;0;25;680.0;;
Apartamento;Taquara;1;0;0;50;800.0;;13.0
Apartamento;Todos os Santos;1;0;0;70;800.0;656.0;39.0
Apartamento;Rocha Miranda;1;0;0;65;650.0;;
Quitinete;Centro;1;0;0;35;850.0;480.0;9.0
Casa;Campo Grande;1;0;0;50;700.0;;
Apartamento;Tijuca;1;1;0;35;900.0;335.0;20.0
Apartamento;Copacabana;1;0;0;36;1100.0;805.0;70.0
Casa de Vila;Guadalupe;1;0;0;40;650.0;;10.0
Quitinete;Botafogo;1;0;0;14;850.0;366.0;25.0
Apartamento;Tijuca;1;1;1;40;1000.0;594.0;
Apartamento;Tijuca;1;0;0;58;1100.0;408.0;
Apartamento;Vila da Penha;1;0;0;37;700.0;50.0;
Quitinete;Cordovil;1;0;0;30;400.0;;
Quitinete;Vila da Penha;1;0;0;25;550.0;;
Apartamento;Higienópolis;1;0;0;45;800.0;;
Quitinete;Copacabana;1;0;0;21;700.0;508.0;
Apartamento;Tanque;1;0;0;45;750.0;75.0;
Quitinete;Copacabana;1;0;0;31;950.0;450.0;55.0
Apartamento;Tijuca;1;0;1;33;900.0;460.0;25.0
Apartamento;Centro;1;0;0;35;900.0;517.0;25.0
Apartamento;Quintino Bocaiúva;1;0;0;50;1100.0;145.0;
Apartamento;Madureira;1;0;0;50;750.0;200.0;
Quitinete;Centro;1;0;0;40;800.0;385.0;84.0
Apartamento;Marechal Hermes;1;0;0;29;490.0;;
Casa;Campo Grande;1;1;0;80;750.0;;2.0
Apartamento;Centro;1;0;0;26;750.0;400.0;
Quitinete;Copacabana;1;0;0;30;1100.0;528.0;
Casa;Irajá;1;0;0;40;750.0;;
Quitinete;Copacabana;1;0;0;27;1080.0;450.0;54.0
Apartamento;Glória;1;0;0;47;1150.0;500.0;25.0
Casa;Vista Alegre;1;0;0;50;900.0;;
Casa;Campo Grande;1;0;0;50;650.0;;55.0
Apartamento;Méier;1;0;0;35;1100.0;200.0;35.0
Apartamento;Tauá;1;0;0;40;1150.0;80.0;20.0
Apartamento;Cachambi;1;0;0;35;600.0;274.0;22.0
Apartamento;Flamengo;1;0;0;27;1000.0;366.0;25.0
Quitinete;Lapa;1;0;0;22;950.0;400.0;20.0
Apartamento;Catete;1;0;0;44;950.0;300.0;29.0
Casa de Vila;São Cristóvão;1;0;0;60;1100.0;;
Quitinete;Centro;1;0;0;20;750.0;245.0;
Quitinete;Bento Ribeiro;1;1;0;30;480.0;;
Casa;Campo Grande;1;0;0;55;500.0;;
Apartamento;Campo Grande;1;1;0;41;600.0;195.0;
Apartamento;Praça da Bandeira;1;0;0;36;1100.0;350.0;130.0
Apartamento;Ribeira;1;1;0;58;1100.0;565.0;500.0
Quitinete;Centro;1;0;0;30;700.0;480.0;80.0
Casa de Vila;Ramos;1;1;0;47;1000.0;;
Quitinete;Flamengo;1;0;0;22;1000.0;370.0;25.0
Quitinete;Guadalupe;1;0;0;21;500.0;9.0;
Apartamento;Cachambi;1;0;0;36;600.0;407.0;
Apartamento;Barra da Tijuca;1;1;0;42;1000.0;740.0;
Casa;Bangu;1;0;0;40;600.0;;
Apartamento;Engenho de Dentro;1;1;0;50;800.0;250.0;
Quitinete;Centro;1;0;0;28;600.0;369.0;
Casa;Piedade;1;0;0;40;750.0;;16.0
Apartamento;Gardênia Azul;1;1;0;39;790.0;;
Apartamento;Grajaú;1;0;0;40;1000.0;460.0;25.0
Apartamento;Méier;1;1;0;55;800.0;400.0;17.0
Apartamento;Grajaú;1;1;0;58;1100.0;670.0;360.0
Casa de Condomínio;Cachambi;1;1;0;70;1000.0;150.0;13.0
Apartamento;Vila Isabel;1;0;0;35;1100.0;455.0;
Apartamento;Praça Seca;1;1;0;46;700.0;300.0;107.0
Quitinete;Copacabana;1;0;0;27;800.0;626.0;20.0
Apartamento;Jardim Guanabara;1;1;0;44;1100.0;230.0;48.0
Loft;Barra da Tijuca;1;1;0;50;1000.0;2050.0;340.0
Casa;Taquara;1;0;0;60;1000.0;;
Casa;Campo Grande;1;0;0;50;400.0;;
Casa;Vila da Penha;1;0;0;100;800.0;;
Apartamento;Cachambi;1;1;0;64;900.0;600.0;
Quitinete;Centro;1;0;0;46;800.0;350.0;
Apartamento;Tijuca;1;0;0;40;900.0;640.0;21.0
Casa;Campo Grande;1;0;0;60;450.0;;20.0
Casa;Oswaldo Cruz;1;0;0;50;700.0;;
Quitinete;Praça da Bandeira;1;0;0;23;850.0;397.0;25.0
Casa de Vila;Oswaldo Cruz;1;0;0;50;730.0;;
Quitinete;Tijuca;1;0;0;27;900.0;385.0;20.0
Casa;Irajá;1;0;0;45;600.0;;17.0
Apartamento;Praça da Bandeira;1;0;0;30;900.0;310.0;
Apartamento;Campo Grande;1;0;0;65;650.0;110.0;
Quitinete;Tijuca;1;0;0;25;1000.0;449.0;
Apartamento;Méier;1;1;0;87;1100.0;411.0;
Apartamento;Grajaú;1;1;0;50;1100.0;500.0;
Apartamento;Centro;1;0;0;40;1100.0;707.0;70.0
Apartamento;Catete;1;0;0;29;1100.0;320.0;25.0
Apartamento;São Cristóvão;1;0;0;55;900.0;450.0;
Apartamento;Centro;1;0;0;40;1050.0;340.0;
Apartamento;Cascadura;1;0;0;54;760.0;80.0;
Apartamento;Tijuca;1;0;0;45;1000.0;440.0;
Casa de Vila;Quintino Bocaiúva;1;0;0;34;600.0;;
Apartamento;Ramos;1;0;0;58;900.0;;
Apartamento;Centro;1;0;0;34;1000.0;454.0;25.0
Apartamento;Vila Isabel;1;1;0;30;1100.0;620.0;
Apartamento;Tijuca;1;0;0;40;1100.0;534.0;25.0
Casa;Rocha Miranda;1;0;0;55;800.0;;
Apartamento;Anil;1;1;0;40;1100.0;320.0;13.0
Apartamento;Centro;1;0;0;35;1100.0;340.0;20.0
Quitinete;Vila Isabel;1;0;0;16;980.0;80.0;
Apartamento;Vila da Penha;1;0;0;35;500.0;;
Casa de Vila;Cascadura;1;0;0;36;750.0;;
Quitinete;Copacabana;1;0;0;30;1000.0;425.0;29.0
Quitinete;Centro;1;0;0;22;900.0;350.0;24.0
Quitinete;Copacabana;1;0;0;33;900.0;800.0;30.0
Apartamento;Lins de Vasconcelos;1;1;0;44;800.0;435.0;14.0
Quitinete;Botafogo;1;0;0;21;900.0;350.0;24.0
Quitinete;Grajaú;1;0;0;30;900.0;590.0;20.0
Apartamento;Engenho Novo;1;0;0;45;800.0;460.0;
Quitinete;Copacabana;1;0;0;25;1000.0;545.0;30.0
Quitinete;Tijuca;1;0;0;24;1000.0;380.0;20.0
Apartamento;Centro;1;0;0;25;850.0;223.0;24.0
Apartamento;Jardim Guanabara;1;1;0;30;1000.0;450.0;24.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;55;900.0;690.0;40.0
Casa;Vila da Penha;1;0;0;45;800.0;;
Apartamento;Guadalupe;1;1;1;45;800.0;250.0;
Quitinete;Centro;1;0;0;26;900.0;350.0;19.0
Quitinete;Glória;1;0;0;26;1000.0;360.0;
Apartamento;Centro;1;0;0;32;900.0;342.0;24.0
Casa;Praça Seca;1;1;0;30;800.0;40.0;
Quitinete;Copacabana;1;0;0;26;1100.0;607.0;225.0
Apartamento;Copacabana;1;0;0;21;1100.0;405.0;
Apartamento;Centro;1;0;0;25;1100.0;;
Apartamento;Flamengo;1;0;0;23;800.0;480.0;29.0
Quitinete;Centro;1;0;0;30;400.0;615.0;25.0
Quitinete;Pechincha;1;0;0;30;500.0;;
Apartamento;Campo Grande;1;1;0;48;650.0;250.0;12.0
Quitinete;Centro;1;0;0;25;800.0;330.0;25.0
Casa de Vila;Magalhães Bastos;1;0;0;20;380.0;;
Apartamento;Centro;1;0;0;28;900.0;370.0;20.0
Casa de Vila;Madureira;1;0;0;40;600.0;;
Apartamento;Centro;1;0;0;37;940.0;385.0;24.0
Quitinete;Centro;1;0;0;31;750.0;350.0;24.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;45;1100.0;485.0;36.0
Apartamento;Tijuca;1;0;0;35;1000.0;300.0;50.0
Casa;Maria da Graça;1;0;0;57;850.0;;
Apartamento;Cascadura;1;0;0;45;650.0;250.0;
Apartamento;Centro;1;0;0;34;850.0;410.0;24.0
Apartamento;Vila Isabel;1;1;1;52;1000.0;750.0;25.0
Apartamento;Andaraí;1;0;0;60;1100.0;150.0;20.0
Apartamento;Quintino Bocaiúva;1;0;0;40;700.0;66.0;
Casa;Jardim América;1;0;0;15;400.0;;
Quitinete;Gardênia Azul;1;0;0;30;500.0;;
Apartamento;Oswaldo Cruz;1;0;0;50;700.0;;
Apartamento;Campo Grande;1;0;0;50;600.0;;
Apartamento;Centro;1;0;0;38;900.0;355.0;21.0
Quitinete;Bonsucesso;1;0;0;40;600.0;;12.0
Casa de Vila;Oswaldo Cruz;1;0;0;25;500.0;;
Apartamento;Olaria;1;0;0;56;780.0;318.0;
Casa;Curicica;1;0;0;50;800.0;;80.0
Quitinete;Botafogo;1;0;0;20;850.0;360.0;
Quitinete;Centro;1;0;0;20;1000.0;286.0;19.0
Apartamento;Rocha Miranda;1;0;0;32;1000.0;;
Quitinete;Flamengo;1;0;0;24;1000.0;287.0;24.0
Casa de Condomínio;Irajá;1;0;0;35;750.0;;
Loft;Gardênia Azul;1;0;0;35;500.0;10.0;
Apartamento;Laranjeiras;1;0;0;25;900.0;450.0;30.0
Apartamento;Olaria;1;0;0;55;850.0;40.0;
Apartamento;Vicente de Carvalho;1;0;0;55;600.0;;16.0
Apartamento;Botafogo;1;0;0;22;830.0;599.0;29.0
Casa de Vila;Riachuelo;1;0;0;24;680.0;;16.0
Apartamento;Cacuia;1;0;0;37;800.0;200.0;24.0
Apartamento;Vila Isabel;1;0;0;36;1000.0;480.0;20.0
Quitinete;Anil;1;0;0;30;450.0;;
Apartamento;Pedra de Guaratiba;1;0;0;35;450.0;;
Casa de Vila;Irajá;1;0;0;60;800.0;;
Apartamento;Campinho;1;0;1;35;660.0;66.0;
Apartamento;Del Castilho;1;0;0;50;1000.0;;18.0
Apartamento;Méier;1;0;0;67;800.0;430.0;
Quitinete;Glória;1;0;0;29;600.0;335.0;25.0
Casa;Santíssimo;1;1;0;55;900.0;;
Apartamento;Copacabana;1;0;0;20;1100.0;400.0;
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;950.0;430.0;35.0
Apartamento;Estácio;1;1;1;32;1000.0;410.0;21.0
Apartamento;Campinho;1;0;0;69;600.0;;
Casa;Bento Ribeiro;1;0;0;50;790.0;;
Apartamento;Flamengo;1;0;0;18;1000.0;373.0;29.0
Casa de Condomínio;Piedade;1;0;0;30;560.0;90.0;10.0
Apartamento;Méier;1;0;0;40;700.0;355.0;17.0
Apartamento;Pechincha;1;1;0;50;600.0;500.0;20.0
Quitinete;Glória;1;0;0;32;920.0;480.0;38.0
Apartamento;Centro;1;0;0;48;800.0;80.0;
Casa de Vila;Bento Ribeiro;1;1;0;35;500.0;;
Quitinete;Copacabana;1;0;0;28;950.0;450.0;29.0
Quitinete;Catete;1;0;0;25;800.0;420.0;22.0
Quitinete;Centro;1;0;0;20;850.0;231.0;198.0
Casa de Vila;Vila da Penha;1;0;0;40;900.0;;
Apartamento;Engenho Novo;1;1;0;45;590.0;270.0;16.0
Quitinete;Copacabana;1;0;0;30;1000.0;365.0;
Quitinete;Curicica;1;0;0;35;700.0;;
Apartamento;Barra da Tijuca;1;1;0;42;950.0;650.0;15.0
Apartamento;Barra da Tijuca;1;1;1;45;1070.0;644.0;37.0
Casa de Vila;Guaratiba;1;0;0;24;400.0;;
Apartamento;Méier;1;0;0;33;700.0;315.0;14.0
Casa de Vila;Campo Grande;1;1;0;70;750.0;50.0;
Apartamento;Tauá;1;0;0;50;870.0;150.0;
Apartamento;Tijuca;1;0;0;43;1100.0;210.0;
Apartamento;Vigário Geral;1;0;0;40;500.0;;
Quitinete;São Cristóvão;1;0;0;25;530.0;120.0;25.0
Quitinete;Botafogo;1;0;0;17;850.0;356.0;
Quitinete;Centro;1;0;1;28;1000.0;471.0;225.0
Apartamento;Cachambi;1;0;0;50;900.0;;
Quitinete;Tijuca;1;0;0;20;1000.0;300.0;
Quitinete;Centro;1;0;0;20;700.0;208.0;25.0
Quitinete;Centro;1;0;0;29;700.0;269.0;24.0
Apartamento;Itanhangá;1;0;0;30;700.0;;
Apartamento;Quintino Bocaiúva;1;1;0;35;650.0;314.0;
Casa;Campo Grande;1;0;0;50;550.0;;
Apartamento;São Cristóvão;1;1;0;60;1100.0;400.0;11.0
Apartamento;Ramos;1;1;0;55;1000.0;;
Apartamento;Vaz Lobo;1;0;0;60;800.0;;
Apartamento;Lins de Vasconcelos;1;1;0;42;1050.0;504.0;16.0
Apartamento;Rio Comprido;1;1;0;99;1000.0;777.0;68.0
Apartamento;Leme;1;0;0;26;1100.0;605.0;26.0
Apartamento;São Cristóvão;1;0;0;41;1000.0;130.0;
Quitinete;Copacabana;1;0;0;25;700.0;520.0;
Casa de Vila;Freguesia (Jacarepaguá);1;0;0;30;500.0;;
Casa;Bento Ribeiro;1;1;0;60;900.0;;
Apartamento;Higienópolis;1;0;0;45;700.0;130.0;
Quitinete;Grajaú;1;0;0;41;650.0;267.0;
Apartamento;Tijuca;1;0;0;24;1000.0;400.0;
Apartamento;Centro;1;0;0;36;900.0;230.0;20.0
Loft;Ilha do Governador;1;0;0;70;750.0;;20.0
Apartamento;Campo Grande;1;0;0;45;950.0;;2.0
Apartamento;Centro;1;0;0;35;950.0;425.0;25.0
Casa;Quintino Bocaiúva;1;0;0;55;800.0;;
Quitinete;Vila da Penha;1;0;0;25;750.0;100.0;
Quitinete;Centro;1;0;0;34;800.0;330.0;
Casa;Campinho;1;1;0;60;850.0;;
Casa de Vila;Alto da Boa Vista;1;0;0;40;600.0;65.0;19.0
Apartamento;Engenho Novo;1;1;0;51;800.0;532.0;16.0
Quitinete;Copacabana;1;0;0;22;950.0;415.0;
Apartamento;Centro;1;0;0;35;1150.0;430.0;180.0
Apartamento;Irajá;1;0;0;40;700.0;;
Apartamento;Andaraí;1;0;0;48;1050.0;195.0;20.0
Apartamento;Piedade;1;1;0;40;650.0;305.0;16.0
Apartamento;Centro;1;0;0;34;900.0;400.0;
Apartamento;Freguesia (Jacarepaguá);1;1;0;67;1000.0;470.0;16.0
Apartamento;Jacarepaguá;1;1;0;55;900.0;480.0;40.0
Quitinete;Centro;1;0;0;25;900.0;280.0;26.0
Apartamento;Rocha Miranda;1;0;0;44;750.0;;
Quitinete;Botafogo;1;0;0;25;1000.0;650.0;30.0
Apartamento;Cachambi;1;1;0;45;700.0;210.0;
Quitinete;Centro;1;0;0;15;700.0;354.0;86.0
Apartamento;Centro;1;0;0;20;800.0;338.0;20.0
Loft;Freguesia (Jacarepaguá);1;0;0;25;1000.0;200.0;
Apartamento;São Cristóvão;1;0;0;45;700.0;270.0;20.0
Apartamento;Campo Grande;1;0;0;40;490.0;;
Apartamento;Curicica;1;0;0;45;950.0;150.0;
Apartamento;Centro;1;0;0;30;900.0;415.0;23.0
Apartamento;Centro;1;1;0;46;1100.0;560.0;490.0
Apartamento;Copacabana;1;0;0;56;1100.0;920.0;
Apartamento;Pavuna;1;1;0;50;600.0;;
Apartamento;Catete;1;0;0;22;900.0;446.0;
Casa;Bonsucesso;1;0;0;30;650.0;;
Casa;Santa Teresa;1;0;0;35;1000.0;50.0;
Apartamento;Santo Cristo;1;1;0;27;800.0;120.0;
Quitinete;Copacabana;1;0;0;20;1100.0;490.0;30.0
Apartamento;Bento Ribeiro;1;1;0;51;600.0;;
Casa;Campo Grande;1;1;0;60;800.0;;
Apartamento;Jacarepaguá;1;0;0;30;700.0;112.0;
Casa;Braz de Pina;1;0;0;35;750.0;;
Quitinete;Centro;1;0;0;25;890.0;368.0;80.0
Apartamento;Quintino Bocaiúva;1;0;0;60;700.0;270.0;
Quitinete;Centro;1;0;0;22;700.0;295.0;19.0
Casa de Vila;Colégio;1;0;0;49;780.0;;
Apartamento;Itanhangá;1;1;0;45;1000.0;;
Apartamento;Tijuca;1;0;0;45;1150.0;458.0;46.0
Quitinete;Vila da Penha;1;0;0;25;600.0;;
Apartamento;Glória;1;0;0;35;1150.0;350.0;25.0
Casa;Paciência;1;0;0;40;650.0;;
Quitinete;Santa Teresa;1;0;0;25;900.0;400.0;15.0
Quitinete;Glória;1;0;0;25;750.0;316.0;57.0
Quitinete;Taquara;1;0;0;25;500.0;;
Quitinete;Centro;1;0;0;24;1050.0;270.0;22.0
Quitinete;Centro;1;0;0;28;850.0;139.0;25.0
Apartamento;Anchieta;1;0;0;60;690.0;;
Apartamento;Centro;1;0;0;47;950.0;250.0;
Apartamento;Praça Seca;1;1;0;56;900.0;240.0;125.0
Apartamento;Centro;1;0;0;30;800.0;280.0;24.0
Apartamento;Centro;1;0;0;25;1000.0;280.0;
Apartamento;Vicente de Carvalho;1;0;0;40;610.0;95.0;
Casa;Campo Grande;1;0;0;30;430.0;;
Apartamento;Campo Grande;1;0;0;40;480.0;;
Apartamento;Centro;1;0;0;21;750.0;269.0;24.0
Apartamento;Estácio;1;1;0;36;750.0;342.0;
Casa de Vila;Engenho de Dentro;1;0;0;32;700.0;;17.0
Apartamento;Grajaú;1;1;0;50;1100.0;500.0;25.0
Quitinete;Copacabana;1;0;0;35;1100.0;500.0;
Apartamento;Campo Grande;1;0;0;50;550.0;;
Apartamento;Méier;1;0;0;33;890.0;250.0;13.0
Casa de Vila;Bento Ribeiro;1;0;0;40;600.0;;
Apartamento;Senador Vasconcelos;1;1;0;40;690.0;;
Apartamento;Jardim Sulacap;1;1;0;45;850.0;70.0;
Apartamento;Vila Isabel;1;0;0;50;1000.0;325.0;34.0
Apartamento;Todos os Santos;1;0;0;40;900.0;;34.0
Apartamento;Glória;1;0;0;30;1100.0;348.0;13.0
Quitinete;Centro;1;0;0;36;1000.0;320.0;
Quitinete;Copacabana;1;0;0;29;1150.0;450.0;182.0
Apartamento;Centro;1;0;0;40;1000.0;438.0;21.0
Casa de Condomínio;Realengo;1;0;0;60;700.0;;
Casa de Vila;Pavuna;1;0;0;40;450.0;40.0;
Apartamento;Ilha do Governador;1;0;0;71;1000.0;;
Casa de Vila;Cascadura;1;0;0;36;700.0;;
Apartamento;Vila Isabel;1;0;0;36;1050.0;385.0;
Casa;Cordovil;1;0;0;65;650.0;;
Quitinete;Copacabana;1;0;0;32;1050.0;714.0;
Quitinete;Botafogo;1;0;0;17;1000.0;476.0;
Quitinete;Tijuca;1;0;0;25;1000.0;346.0;
Apartamento;Copacabana;1;0;0;35;1000.0;410.0;57.0
Quitinete;Copacabana;1;0;0;20;800.0;480.0;24.0
Quitinete;Flamengo;1;0;0;23;900.0;332.0;30.0
Casa de Vila;Quintino Bocaiúva;1;0;0;40;550.0;;
Quitinete;Praça da Bandeira;1;0;0;21;700.0;179.0;
Apartamento;Centro;1;0;0;45;1000.0;350.0;23.0
Casa de Vila;Honório Gurgel;1;0;0;34;800.0;;
Apartamento;Flamengo;1;0;0;15;900.0;401.0;23.0
Apartamento;Tijuca;1;1;0;60;1050.0;695.0;20.0
Quitinete;Copacabana;1;0;0;27;950.0;605.0;
Apartamento;Méier;1;0;0;32;900.0;180.0;
Quitinete;Copacabana;1;0;0;20;1000.0;318.0;
Quitinete;Copacabana;1;0;0;27;1190.0;230.0;19.0
Apartamento;Madureira;1;1;0;50;650.0;450.0;
Quitinete;Leme;1;0;0;18;1100.0;490.0;
Apartamento;Barra da Tijuca;1;0;0;38;1000.0;410.0;15.0
Apartamento;Bonsucesso;1;0;0;62;800.0;270.0;
Casa de Vila;Realengo;1;0;0;70;750.0;;
Apartamento;Vila Isabel;1;0;1;45;1100.0;500.0;24.0
Apartamento;Riachuelo;1;0;0;53;1000.0;217.0;
Apartamento;Engenho Novo;1;1;0;40;1150.0;310.0;
Apartamento;Centro;1;0;0;38;1000.0;335.0;175.0
Quitinete;Centro;1;0;0;25;900.0;340.0;15.0
Quitinete;Glória;1;0;0;20;1000.0;480.0;27.0
Quitinete;Botafogo;1;0;0;17;900.0;436.0;
Apartamento;Praça Seca;1;1;0;40;1000.0;270.0;
Casa;Bonsucesso;1;0;0;50;600.0;;
Quitinete;Botafogo;1;0;0;29;1000.0;570.0;25.0
Apartamento;Tijuca;1;1;0;40;1100.0;500.0;20.0
Apartamento;Centro;1;0;0;20;800.0;430.0;38.0
Quitinete;Centro;1;0;0;28;950.0;350.0;
Apartamento;Santa Teresa;1;0;0;25;750.0;400.0;
Apartamento;Jacarepaguá;1;1;0;56;600.0;692.0;
Quitinete;Glória;1;0;0;50;800.0;495.0;
Quitinete;São Cristóvão;1;0;0;40;850.0;;
Apartamento;Tijuca;1;0;0;30;1000.0;420.0;21.0
Apartamento;Campo Grande;1;1;0;40;500.0;200.0;
Quitinete;Anil;1;0;0;20;300.0;18.0;8.0
Casa de Vila;Taquara;1;0;0;60;1000.0;;
Apartamento;Catete;1;0;0;24;1100.0;435.0;225.0
Apartamento;Riachuelo;1;0;0;46;900.0;253.0;17.0
Casa;Grajaú;1;0;0;30;1000.0;;
Quitinete;Centro;1;0;0;28;900.0;360.0;20.0
Apartamento;Méier;1;0;0;45;1000.0;;
Apartamento;Flamengo;1;0;0;31;1000.0;394.0;24.0
Quitinete;Copacabana;1;0;0;20;1000.0;;
Apartamento;Moneró;1;0;0;55;1000.0;350.0;18.0
Apartamento;Inhaúma;1;0;0;45;750.0;;
Apartamento;Pedra de Guaratiba;1;0;0;42;460.0;;
Quitinete;Centro;1;0;0;30;1000.0;235.0;70.0
Quitinete;Centro;1;0;0;27;600.0;658.0;
Casa de Vila;Cascadura;1;1;0;30;750.0;30.0;
Apartamento;Centro;1;0;0;31;850.0;560.0;115.0
Apartamento;Centro;1;0;0;41;1100.0;390.0;24.0
Quitinete;Centro;1;0;0;34;750.0;470.0;
Apartamento;Senador Vasconcelos;1;1;1;40;850.0;180.0;
Casa de Vila;Catumbi;1;0;0;45;900.0;;6.0
Apartamento;Vila da Penha;1;0;0;27;750.0;;
Apartamento;Madureira;1;1;0;60;650.0;220.0;
Apartamento;Vila da Penha;1;1;0;48;1100.0;150.0;
Apartamento;Centro;1;0;0;34;1000.0;600.0;129.0
Apartamento;Vista Alegre;1;0;0;35;750.0;;
Apartamento;Bangu;1;0;0;50;750.0;;100.0
Quitinete;Flamengo;1;0;0;16;1100.0;344.0;25.0
Apartamento;Jardim América;1;0;0;60;600.0;;
Apartamento;Centro;1;0;0;38;800.0;383.0;
